robot_id,schedule_id,t,x,y,theta,v,w,target_node_id
A1,SingleRobotEnv:SingleRobot,0.245868444,0.102429810,1.517332886,0.000139065,0.000000000,0.000000000,N11
A1,SingleRobotEnv:SingleRobot,0.468120337,0.102434189,1.517330933,0.000438175,0.000000000,0.000000000,N11
A1,SingleRobotEnv:SingleRobot,0.691343546,0.102438332,1.517332153,0.000102545,0.000000000,0.000000000,N11
A1,SingleRobotEnv:SingleRobot,0.916167259,0.102424355,1.517340332,0.000136170,0.000000000,0.000000000,N11
A1,SingleRobotEnv:SingleRobot,1.164105892,0.102430206,1.517338135,0.000092879,0.000000000,0.000000000,N11
A1,SingleRobotEnv:SingleRobot,1.429910421,0.102423584,1.517334106,0.000491920,0.400000000,-0.267958219,N11
A1,SingleRobotEnv:SingleRobot,1.659944773,0.102423584,1.517334106,0.000491920,0.400000000,-0.268117526,N11
A1,SingleRobotEnv:SingleRobot,1.895438194,0.102429398,1.517331543,0.000262969,0.400000000,-0.267212061,N11
A1,SingleRobotEnv:SingleRobot,2.182547092,0.118804497,1.517215454,-0.001006755,0.399999908,-0.266421941,N11
A1,SingleRobotEnv:SingleRobot,2.508050680,0.118804497,1.517215454,-0.001006755,0.399999908,-0.266337536,N11
A1,SingleRobotEnv:SingleRobot,2.716603279,0.291030670,1.507049072,-0.144237947,0.368416729,0.374248364,N11
A1,SingleRobotEnv:SingleRobot,2.910484791,0.351643616,1.494605591,-0.222960879,0.358250214,0.860654921,N11
A1,SingleRobotEnv:SingleRobot,3.103198767,0.383216278,1.487342407,-0.251812552,0.326950556,1.077110346,N11
A1,SingleRobotEnv:SingleRobot,3.311034918,0.436414063,1.471254272,-0.273175887,0.320956846,1.319156217,N11
A1,SingleRobotEnv:SingleRobot,3.569605112,0.484272675,1.455844849,-0.258034601,0.326142563,1.421431605,N11
A1,SingleRobotEnv:SingleRobot,3.819269657,0.534149170,1.439904297,-0.221509227,0.321620404,1.442009981,N11
A1,SingleRobotEnv:SingleRobot,4.102881193,0.588707397,1.429555420,-0.098318399,0.351836231,1.083569505,N11
A1,SingleRobotEnv:SingleRobot,4.382345676,0.636859375,1.419168213,-0.075332929,0.377608042,1.055947087,N11
A1,SingleRobotEnv:SingleRobot,4.593917608,0.712547913,1.412484985,0.027935780,0.343729510,0.725589525,N11
A1,SingleRobotEnv:SingleRobot,4.855577230,0.759977661,1.411670776,0.078356834,0.385064907,0.505283783,N11
A1,SingleRobotEnv:SingleRobot,5.102365494,0.809549133,1.414711548,0.123054501,0.399999996,0.275331208,N11
A1,SingleRobotEnv:SingleRobot,5.319290876,0.865747070,1.420639404,0.181683335,0.371990327,-0.010431985,N11
A1,SingleRobotEnv:SingleRobot,5.576508284,0.910637268,1.426815918,0.217956397,0.399999978,-0.253828089,N11
A1,SingleRobotEnv:SingleRobot,5.844069719,0.997384033,1.444952881,0.253138865,0.399999949,-0.583930833,N11
A1,SingleRobotEnv:SingleRobot,6.110360146,1.057448730,1.460631226,0.290877158,0.396617368,-0.916637410,N21
A1,SingleRobotEnv:SingleRobot,6.379219055,1.116557129,1.476625000,0.294866204,0.387298419,-1.114321429,N21
A1,SingleRobotEnv:SingleRobot,6.588024378,1.194053223,1.499069824,0.285358990,0.364045765,-1.295831541,N21
A1,SingleRobotEnv:SingleRobot,6.801560640,1.253086548,1.514615601,0.256558467,0.326165776,-1.332191982,N21
A1,SingleRobotEnv:SingleRobot,6.968718290,1.295397583,1.524567993,0.213618357,0.309443469,-1.260585303,N21
A1,SingleRobotEnv:SingleRobot,7.180351496,1.328913940,1.530745972,0.175317446,0.289014229,-1.156788949,N21
A1,SingleRobotEnv:SingleRobot,7.401545763,1.391137329,1.538635010,0.106771087,0.284760152,-0.972549421,N21
A1,SingleRobotEnv:SingleRobot,7.579344273,1.434517212,1.542564331,0.058091392,0.290098216,-0.821285695,N21
A1,SingleRobotEnv:SingleRobot,7.776415586,1.474230469,1.544435303,0.018938645,0.259043039,-0.661405635,N21
A1,SingleRobotEnv:SingleRobot,7.942961216,1.502889771,1.544733521,-0.001536921,0.206201201,-0.521852790,N21
A1,SingleRobotEnv:SingleRobot,8.138223886,1.529860229,1.543802002,-0.025820196,0.228776091,-0.448019085,N21
A1,SingleRobotEnv:SingleRobot,8.288633823,1.566627075,1.541714844,-0.038177646,0.194215625,-0.339236411,N21
A1,SingleRobotEnv:SingleRobot,8.479136467,1.595298340,1.538157959,-0.052893073,0.211261253,-0.274373213,N21
A1,SingleRobotEnv:SingleRobot,8.630254745,1.623209351,1.537623779,-0.064715793,0.195877531,-0.199853720,N21
A1,SingleRobotEnv:SingleRobot,8.783962488,1.647604126,1.534572510,-0.052352000,0.152688715,-0.156525247,N21
A1,SingleRobotEnv:SingleRobot,8.927034616,1.672527954,1.533507202,-0.054366453,0.099950053,-0.063987147,N21
A1,SingleRobotEnv:SingleRobot,9.133857250,1.683663696,1.533478882,-0.066363459,0.137300682,-0.087892184,N21
A1,SingleRobotEnv:SingleRobot,9.289228439,1.706888062,1.530834839,-0.080801606,0.136606123,-0.004634237,N21
A1,SingleRobotEnv:SingleRobot,9.485307693,1.721423706,1.529244873,-0.079497371,0.114480177,0.046037546,N21
A1,SingleRobotEnv:SingleRobot,9.670580149,1.737838623,1.528454102,-0.083208012,0.082370699,0.116732738,N21
A1,SingleRobotEnv:SingleRobot,9.922811747,1.753236694,1.526705078,-0.083261549,0.123484504,0.064794045,N21
A1,SingleRobotEnv:SingleRobot,10.103134632,1.762913208,1.524586670,-0.071142766,0.126893864,0.035681116,N21
A1,SingleRobotEnv:SingleRobot,10.337772608,1.768305420,1.523665649,-0.070801540,0.121956469,0.044380979,N21
A1,SingleRobotEnv:SingleRobot,10.567224979,1.777903809,1.522885010,-0.078561599,0.112235448,0.092801895,N21
A1,SingleRobotEnv:SingleRobot,10.754752398,1.792189209,1.522303955,-0.091553556,0.091099144,0.177770021,N21
A1,SingleRobotEnv:SingleRobot,10.953942537,1.800354614,1.521446289,-0.098511565,0.071859907,0.239141298,N21
A1,SingleRobotEnv:SingleRobot,11.156305790,1.809113525,1.520321533,-0.103104024,0.052067215,0.291577908,N21
A1,SingleRobotEnv:SingleRobot,11.387545109,1.818484497,1.519063965,-0.102028694,0.000000000,0.000000000,N21
A1,SingleRobotEnv:SingleRobot,11.406510830,1.819195190,1.518944336,-0.099063148,0.000000000,0.000000000,N21
A1,SingleRobotEnv:SingleRobot,11.543339252,1.819369385,1.518881958,-0.100222428,0.000000000,0.000000000,N21
A1,SingleRobotEnv:SingleRobot,11.759224176,1.819435547,1.518894653,-0.100125479,0.000000000,0.000000000,N21
A1,SingleRobotEnv:SingleRobot,11.947470903,1.819405518,1.518894287,-0.100008999,0.000000000,0.000000000,N21
A1,SingleRobotEnv:SingleRobot,12.144688606,1.819415161,1.518901245,-0.100343947,0.000000000,0.000000000,N21
A1,SingleRobotEnv:SingleRobot,12.354936600,1.819422729,1.518894409,-0.100120761,0.000000000,0.000000000,N21
A1,SingleRobotEnv:SingleRobot,12.538445473,1.819419678,1.518895752,-0.100288492,0.000000000,0.000000000,N21
