robot_id,node_id,ETA
A1,N00,0.0
A1,N10,2.25
A1,N20,4.50
A1,N21,6.75
A1,N22,9.00
A1,N12,11.25
A1,N02,13.50
A1,N01,15.75
A1,N00,18.00
