robot_id,schedule_id,t,x,y,theta,v,w,target_node_id
A1,SingleRobotEnv:SingleRobot,0.278502226,0.161230942,0.608609131,0.054187679,0.000000000,0.000000000,N10
A1,SingleRobotEnv:SingleRobot,0.607968330,0.161233643,0.608597290,0.054056918,0.000000000,0.000000000,N10
A1,SingleRobotEnv:SingleRobot,0.880601645,0.161244919,0.608585083,0.053791250,0.311701189,-0.396306783,N10
A1,SingleRobotEnv:SingleRobot,1.124325991,0.161222885,0.608589233,0.054257432,0.335246726,-0.406217980,N10
A1,SingleRobotEnv:SingleRobot,1.349985123,0.161271301,0.608608948,0.053536174,0.349540980,-0.408474890,N10
A1,SingleRobotEnv:SingleRobot,1.570567131,0.161225937,0.608630920,0.054805261,0.358271934,-0.415976643,N10
A1,SingleRobotEnv:SingleRobot,1.791566849,0.232003265,0.611059326,0.021501296,0.320495225,-0.310036639,N10
A1,SingleRobotEnv:SingleRobot,2.130537033,0.314312561,0.608651367,-0.032905312,0.356702889,-0.078503045,N10
A1,SingleRobotEnv:SingleRobot,2.376228333,0.390575073,0.600973755,-0.131691429,0.322753044,0.383432551,N10
A1,SingleRobotEnv:SingleRobot,2.591884613,0.445953064,0.592371155,-0.222066740,0.334513294,0.871399925,N10
A1,SingleRobotEnv:SingleRobot,2.912968636,0.489992035,0.580625610,-0.236669869,0.345990276,1.082294420,N10
A1,SingleRobotEnv:SingleRobot,3.191087484,0.552677490,0.562229858,-0.208248263,0.352772062,1.108307738,N10
A1,SingleRobotEnv:SingleRobot,3.434759617,0.592646667,0.552716309,-0.186760165,0.333154838,1.094695899,N10
A1,SingleRobotEnv:SingleRobot,3.715935946,0.647079224,0.541123718,-0.161124118,0.329984419,0.939098753,N10
A1,SingleRobotEnv:SingleRobot,4.002075195,0.711790649,0.529300415,-0.113861217,0.271951023,0.780440816,N10
A1,SingleRobotEnv:SingleRobot,4.280327320,0.767081970,0.520845459,-0.079807240,0.257989031,0.495901397,N10
A1,SingleRobotEnv:SingleRobot,4.555858612,0.821664307,0.515336426,-0.055682117,0.272120433,0.578047289,N10
A1,SingleRobotEnv:SingleRobot,4.885696650,0.844635681,0.513480713,-0.045974041,0.245608522,0.588640647,N10
A1,SingleRobotEnv:SingleRobot,5.188924313,0.914807190,0.509675415,-0.003937662,0.253654806,2.055055592,N10
A1,SingleRobotEnv:SingleRobot,5.422981501,0.974430298,0.507567261,-0.011300166,0.278333648,3.655055607,N10
A1,SingleRobotEnv:SingleRobot,5.636196613,1.008717163,0.506140198,0.004840423,0.282158606,4.625692073,N10
A1,SingleRobotEnv:SingleRobot,5.855448723,1.043791016,0.503808502,0.056301678,0.242616928,4.616908996,N10
A1,SingleRobotEnv:SingleRobot,6.078898668,1.084557251,0.508512817,0.252648965,0.211143554,4.379828619,N10
A1,SingleRobotEnv:SingleRobot,6.339630604,1.127538330,0.517811096,0.405567154,0.171750782,4.220328724,N10
A1,SingleRobotEnv:SingleRobot,6.602162600,1.167290161,0.530751953,0.706292374,0.180164475,3.755634047,N10
A1,SingleRobotEnv:SingleRobot,6.880763531,1.190864258,0.545328369,1.256535961,0.288752948,2.620752038,N10
A1,SingleRobotEnv:SingleRobot,7.111336946,1.198097778,0.556587646,1.559406688,0.400000000,1.828539546,N11
A1,SingleRobotEnv:SingleRobot,7.413191080,1.200007324,0.567141296,1.697696824,0.400000000,1.291433613,N11
A1,SingleRobotEnv:SingleRobot,7.694183111,1.193772705,0.631125305,1.718345162,0.400000000,1.183529695,N11
A1,SingleRobotEnv:SingleRobot,7.958134890,1.184630737,0.702523987,1.780145019,0.400000000,0.848514671,N11
A1,SingleRobotEnv:SingleRobot,8.207842112,1.168310547,0.784174316,1.852750262,0.400000000,0.388487877,N11
A1,SingleRobotEnv:SingleRobot,8.462824583,1.154506836,0.837617859,1.890681316,0.400000000,0.123084171,N11
A1,SingleRobotEnv:SingleRobot,8.710282326,1.137237915,0.896266052,1.906152463,0.400000000,-0.156979489,N11
A1,SingleRobotEnv:SingleRobot,8.956360817,1.114927124,0.961968323,1.914356437,0.400000000,-0.418493260,N11
A1,SingleRobotEnv:SingleRobot,9.254731417,1.093172363,1.032563965,1.909605161,0.400000000,-0.623747657,N11
A1,SingleRobotEnv:SingleRobot,9.507353544,1.071042969,1.101558105,1.879591133,0.400000000,-0.731216605,N11
A1,SingleRobotEnv:SingleRobot,9.777686834,1.054910522,1.149372070,1.859991604,0.383301003,-0.801277137,N11
A1,SingleRobotEnv:SingleRobot,9.996468306,1.035177979,1.227394775,1.812072228,0.366990965,-0.807197261,N11
A1,SingleRobotEnv:SingleRobot,10.201405048,1.023283691,1.280843018,1.773730953,0.364132765,-0.771218503,N11
A1,SingleRobotEnv:SingleRobot,10.425251722,1.013409485,1.331566772,1.755388616,0.366135800,-0.786676764,N11
A1,SingleRobotEnv:SingleRobot,10.607095480,1.005051697,1.391916260,1.701884756,0.345026053,-0.655952441,N11
A1,SingleRobotEnv:SingleRobot,10.829419851,0.999604126,1.436206055,1.653735759,0.350007243,-0.506015400,N11
A1,SingleRobotEnv:SingleRobot,11.012239218,0.997100098,1.479307495,1.602583384,0.331107835,-0.316770223,N11
A1,SingleRobotEnv:SingleRobot,11.223155022,0.997212097,1.522755493,1.565341883,0.342808537,-0.152072584,N12
A1,SingleRobotEnv:SingleRobot,11.451649427,1.000417419,1.570978516,1.531834904,0.357975186,0.023704222,N12
A1,SingleRobotEnv:SingleRobot,11.634339094,1.003364441,1.612018555,1.469484512,0.356460656,0.306794126,N12
A1,SingleRobotEnv:SingleRobot,11.862808466,1.007839355,1.651501587,1.420737555,0.360617231,0.574334392,N12
A1,SingleRobotEnv:SingleRobot,12.063889503,1.013785278,1.695018188,1.405445021,0.350943431,0.714240120,N12
A1,SingleRobotEnv:SingleRobot,12.370314598,1.023132813,1.738381592,1.387468386,0.369016894,0.876004120,N12
A1,SingleRobotEnv:SingleRobot,12.616275072,1.034096680,1.798926025,1.368569589,0.335181837,1.044213284,N12
A1,SingleRobotEnv:SingleRobot,12.886362076,1.047410034,1.852475464,1.343816438,0.341862953,1.251089103,N12
A1,SingleRobotEnv:SingleRobot,13.166821480,1.060028687,1.901469604,1.361497435,0.358352529,1.297387496,N12
A1,SingleRobotEnv:SingleRobot,13.450288296,1.071574463,1.946195801,1.381980076,0.346109164,1.303520709,N12
A1,SingleRobotEnv:SingleRobot,13.720759630,1.083666016,2.001937378,1.419638987,0.359567454,1.252821033,N12
A1,SingleRobotEnv:SingleRobot,13.994297504,1.093251709,2.053150879,1.463530103,0.388099760,1.192518359,N12
A1,SingleRobotEnv:SingleRobot,14.240558386,1.101297363,2.114509033,1.512903545,0.352505512,0.982729283,N12
A1,SingleRobotEnv:SingleRobot,14.475716829,1.105094482,2.162937500,1.553653565,0.360760354,0.688782638,N12
A1,SingleRobotEnv:SingleRobot,14.704651356,1.108429932,2.207558350,1.589822179,0.307223418,0.450418539,N12
A1,SingleRobotEnv:SingleRobot,14.917251348,1.108105103,2.253848145,1.593816378,0.287196261,-0.714982896,N12
A1,SingleRobotEnv:SingleRobot,15.176189661,1.108191406,2.293973633,1.600704878,0.302014392,-2.314982910,N22
A1,SingleRobotEnv:SingleRobot,15.454752445,1.108528931,2.350179687,1.598289442,0.234162187,-3.914982923,N22
A1,SingleRobotEnv:SingleRobot,15.720161438,1.108727417,2.399206787,1.559979609,0.161412035,-4.587883474,N22
A1,SingleRobotEnv:SingleRobot,16.008667469,1.110137695,2.444499268,1.463108531,0.077293016,-4.514884983,N22
A1,SingleRobotEnv:SingleRobot,16.262334585,1.110029053,2.481220703,0.959629307,0.075327619,-3.693717394,N22
A1,SingleRobotEnv:SingleRobot,16.530151129,1.112094849,2.492176025,0.577671138,0.115817272,-2.911821482,N22
A1,SingleRobotEnv:SingleRobot,16.808192968,1.113591064,2.495467041,0.449361049,0.160354408,-2.598939386,N22
A1,SingleRobotEnv:SingleRobot,17.077642918,1.113465210,2.495470215,0.448134240,0.186859882,-2.605016168,N22
A1,SingleRobotEnv:SingleRobot,17.335166931,1.116606445,2.496614990,0.464129818,0.196722518,-2.662767023,N22
