robot_id,schedule_id,t,x,y,theta,v,w,target_node_id
A1,SingleRobotEnv:SingleRobot,0.256744623,0.143301804,1.496169312,0.052170704,0.000000000,0.000000000,N11
A1,SingleRobotEnv:SingleRobot,0.507344723,0.143305908,1.496172974,0.052170946,0.000000000,0.000000000,N11
A1,SingleRobotEnv:SingleRobot,0.780480146,0.143307419,1.496179932,0.052021874,0.335487532,-0.274079239,N11
A1,SingleRobotEnv:SingleRobot,1.020833731,0.143302673,1.496181030,0.051984359,0.354144053,-0.277309348,N11
A1,SingleRobotEnv:SingleRobot,1.254382849,0.158008209,1.497441284,0.006713917,0.362018818,-0.116861087,N11
A1,SingleRobotEnv:SingleRobot,1.457831144,0.203783890,1.495095337,-0.068866314,0.354086196,0.210739746,N11
A1,SingleRobotEnv:SingleRobot,1.676032543,0.254709946,1.489816650,-0.164947075,0.353891690,0.662133145,N11
A1,SingleRobotEnv:SingleRobot,1.873739958,0.290367279,1.484823120,-0.313455148,0.332193350,1.312634093,N11
A1,SingleRobotEnv:SingleRobot,2.118186474,0.315912720,1.475775757,-0.395731241,0.324883915,1.762968748,N11
A1,SingleRobotEnv:SingleRobot,2.359791517,0.356167664,1.454369995,-0.358589508,0.308678362,1.851692148,N11
A1,SingleRobotEnv:SingleRobot,2.637741804,0.395991394,1.439297485,-0.302675494,0.317973729,1.782045815,N11
A1,SingleRobotEnv:SingleRobot,2.907747269,0.460090210,1.417539795,-0.266986722,0.311088624,1.834469024,N11
A1,SingleRobotEnv:SingleRobot,3.212423563,0.486254395,1.410540649,-0.331407979,0.315010164,2.136849096,N11
A1,SingleRobotEnv:SingleRobot,3.481245041,0.521463013,1.396866821,-0.328907830,0.318441192,2.275878543,N11
A1,SingleRobotEnv:SingleRobot,3.766175508,0.563272278,1.381015869,-0.248027508,0.343056595,2.142039768,N11
A1,SingleRobotEnv:SingleRobot,4.008293390,0.618122925,1.366667603,-0.139980846,0.349528388,1.883936801,N11
A1,SingleRobotEnv:SingleRobot,4.279815197,0.651900085,1.360863403,-0.127242031,0.387652350,1.869662193,N11
A1,SingleRobotEnv:SingleRobot,4.534222841,0.699107910,1.353597900,-0.200848829,0.355843008,2.179000652,N11
A1,SingleRobotEnv:SingleRobot,4.788200855,0.741580078,1.343249634,-0.149313477,0.392089048,2.089814023,N11
A1,SingleRobotEnv:SingleRobot,5.067254305,0.792622009,1.334506958,-0.058053147,0.400000000,1.857816927,N11
A1,SingleRobotEnv:SingleRobot,5.392709017,0.856313721,1.328380005,-0.013918708,0.400000000,1.752615482,N11
A1,SingleRobotEnv:SingleRobot,5.692296743,0.898815430,1.326953369,-0.067628808,0.400000000,1.932247523,N11
A1,SingleRobotEnv:SingleRobot,5.938498735,0.979146851,1.321297852,-0.004118305,0.400000000,1.749929628,N11
A1,SingleRobotEnv:SingleRobot,6.223051786,1.043414307,1.319542969,0.066013035,0.400000000,1.465362190,N21
A1,SingleRobotEnv:SingleRobot,6.503772259,1.095002930,1.322219116,-0.015222447,0.400000000,1.766010421,N21
A1,SingleRobotEnv:SingleRobot,6.758918047,1.161586182,1.318732422,0.001331305,0.400000000,1.741199661,N21
A1,SingleRobotEnv:SingleRobot,7.001142502,1.215881470,1.317693848,0.072455324,0.400000000,1.468561004,N21
A1,SingleRobotEnv:SingleRobot,7.260087013,1.271402588,1.320705688,0.070888979,0.377377425,1.514665404,N21
A1,SingleRobotEnv:SingleRobot,7.516007185,1.314233276,1.323563721,-0.054601441,0.367258367,1.973289413,N21
A1,SingleRobotEnv:SingleRobot,7.770910978,1.371531494,1.318777344,-0.031519165,0.370439700,2.016247803,N21
A1,SingleRobotEnv:SingleRobot,8.005121469,1.430928223,1.315307251,0.037788364,0.303204668,1.861697586,N21
A1,SingleRobotEnv:SingleRobot,8.235838890,1.478655151,1.316695435,0.016955280,0.292363202,1.939450816,N21
A1,SingleRobotEnv:SingleRobot,8.417838573,1.511198853,1.317116333,-0.055350057,0.203792942,2.032228117,N21
A1,SingleRobotEnv:SingleRobot,8.650702715,1.529256836,1.316218628,-0.079915098,0.232845547,2.246077111,N21
A1,SingleRobotEnv:SingleRobot,8.935860634,1.551401245,1.314125488,-0.067400220,0.220428180,2.256959259,N21
A1,SingleRobotEnv:SingleRobot,9.156569242,1.601614990,1.309362793,0.018189000,0.267180906,2.135332949,N21
A1,SingleRobotEnv:SingleRobot,9.379832745,1.632691650,1.308212402,0.078775817,0.269424052,2.000274423,N21
A1,SingleRobotEnv:SingleRobot,9.610324144,1.665384766,1.310093018,0.149213133,0.257634079,1.787712561,N21
A1,SingleRobotEnv:SingleRobot,9.815359592,1.686321167,1.313044067,0.107855948,0.296817203,1.892619337,N21
A1,SingleRobotEnv:SingleRobot,10.002212763,1.699162964,1.314531738,0.082190566,0.284349323,1.958251047,N21
A1,SingleRobotEnv:SingleRobot,10.205653429,1.706472412,1.315083252,0.071091961,0.265259207,1.982396341,N21
A1,SingleRobotEnv:SingleRobot,10.434138775,1.721424561,1.316094116,0.046182835,0.226948363,2.029360768,N21
A1,SingleRobotEnv:SingleRobot,10.676530123,1.733636230,1.316307373,0.048111321,0.197470413,2.005275995,N21
A1,SingleRobotEnv:SingleRobot,10.951413155,1.765596802,1.317404663,0.075367320,0.250683821,1.932983442,N21
A1,SingleRobotEnv:SingleRobot,11.171365023,1.803150024,1.318363525,0.128480394,0.250744945,1.681222501,N21
