robot_id,node_id,ETA
A1,N00,0.0
A1,N10,4.667395353317261
A1,N20,8.26738452911377
A1,N21,13.820767879486084
A1,N22,19.87614345550537
A1,N12,23.698596477508545
A1,N02,27.433767795562744
A1,N01,32.727965116500854
A1,N00,32.958904504776
A1,N10,33.16136837005615
A1,N20,33.374892711639404
A1,N21,33.56000351905823
A1,N22,33.77886438369751
A1,N12,33.98517966270447
A1,N02,34.15637493133545
A1,N01,34.337000370025635
A1,N00,34.51106357574463
A1,N10,34.6833610534668
A1,N20,34.90262699127197
A1,N21,35.07867240905762
A1,N22,35.28099012374878
A1,N12,35.464205265045166
A1,N02,35.67308068275452
A1,N01,35.890323877334595
A1,N00,36.06275153160095
A1,N10,36.27047109603882
A1,N20,36.45566749572754
A1,N21,36.70314335823059
A1,N22,36.91844940185547
A1,N12,37.0564661026001
A1,N02,37.28205180168152
A1,N01,37.46124815940857
A1,N00,37.69634556770325
A1,N10,37.902838706970215
A1,N20,38.09256935119629
