run_id,pose_robot_id,schedule_robot_id,t0_event,t0_laptop,node_radius,speed_limit,path_rmse,path_mae,path_max_abs,path_p95_abs,path_mean_signed,path_sample_count,node_success_rate,nodes_reached,node_count,timing_mae,timing_mean_signed,max_lateness,required_speed_max,infeasible_edge_count,edge_count,pose_start_time,pose_end_time
run_001,duck2,A1,first_mpc_command,83519.069509582,0.15,0.4,,,,,,0,0.4,2,5,6.695851832504559,6.695851832504559,13.391571391999605,0.4000000000000001,1,4,0.00013227300951257348,41.51016464699933
