run_id,robot_id,t_laptop,source_stamp,x,y,theta
run_001,duck2,83617.921021240,83617.889813799,1.770029541,2.426158936,-0.271351966
run_001,duck2,83617.954433613,83617.923910831,1.770053589,2.426120117,-0.271460885
run_001,duck2,83617.987837210,83617.958018492,1.770063599,2.426108398,-0.270948589
run_001,duck2,83618.021244311,83617.990992275,1.770074219,2.426109375,-0.271143462
run_001,duck2,83618.054700528,83618.031709698,1.770008789,2.426156494,-0.271529748
run_001,duck2,83618.088111431,83618.064870984,1.770045654,2.426147461,-0.271307997
run_001,duck2,83618.121507025,83618.098820491,1.770058838,2.426096680,-0.271102868
run_001,duck2,83618.154903791,83618.131647479,1.770071533,2.426104248,-0.271013859
run_001,duck2,83618.188316043,83618.165425292,1.770070801,2.426104736,-0.271334308
run_001,duck2,83618.221703166,83618.197872818,1.770065552,2.426113525,-0.270982336
run_001,duck2,83618.255123459,83618.23133166,1.770061035,2.426123779,-0.271129435
run_001,duck2,83618.288547725,83618.266216392,1.770065186,2.426106934,-0.271090184
run_001,duck2,83618.321968220,83618.29856405,1.770067261,2.426114990,-0.271038722
run_001,duck2,83618.355334996,83618.331490804,1.770069336,2.426118164,-0.271337234
run_001,duck2,83618.388734488,83618.374243534,1.770066528,2.426120850,-0.270954448
run_001,duck2,83618.422146927,83618.406351128,1.770026733,2.426177734,-0.271430952
run_001,duck2,83618.455559133,83618.44147534,1.770048706,2.426153809,-0.271131482
run_001,duck2,83618.489014582,83618.473078942,1.770062256,2.426106445,-0.271306578
run_001,duck2,83618.522346820,83618.506573698,1.770068359,2.426099121,-0.271202046
run_001,duck2,83618.555777105,83618.541846323,1.770061890,2.426101807,-0.271205130
run_001,duck2,83618.589158675,83618.574157603,1.770066406,2.426108154,-0.271155938
run_001,duck2,83618.622556476,83618.606640514,1.770046509,2.426110107,-0.271009436
run_001,duck2,83618.656018051,83618.648068396,1.770046875,2.426109863,-0.271128330
run_001,duck2,83618.689420741,83618.683091437,1.770062500,2.426108643,-0.270977173
run_001,duck2,83618.722882997,83618.714871236,1.770020508,2.426191406,-0.271555439
run_001,duck2,83618.756233190,83618.748663652,1.770045410,2.426144043,-0.271256044
run_001,duck2,83618.789665807,83618.782870624,1.770050537,2.426109863,-0.271202419
run_001,duck2,83618.823103604,83618.814674513,1.770065796,2.426100098,-0.271218431
run_001,duck2,83618.856556419,83618.848865096,1.770081421,2.426125000,-0.271239297
run_001,duck2,83618.889925403,83618.882261354,1.770076904,2.426115723,-0.270992343
run_001,duck2,83618.923402040,83618.915435241,1.770061890,2.426103271,-0.271109307
run_001,duck2,83618.956820956,83618.950800781,1.770078003,2.426116943,-0.271221036
run_001,duck2,83619.023667593,83618.983138559,1.770077637,2.426120850,-0.271111496
run_001,duck2,83619.057090234,83619.016657193,1.770066650,2.426105225,-0.271296448
run_001,duck2,83619.090517774,83619.050504601,1.770077271,2.426123291,-0.270930979
run_001,duck2,83619.123922689,83619.090777689,1.770080200,2.426116699,-0.271103831
run_001,duck2,83619.157396221,83619.124115596,1.770078369,2.426119385,-0.271331979
run_001,duck2,83619.190834314,83619.15722517,1.770068359,2.426105469,-0.271183188
run_001,duck2,83619.224217766,83619.190868563,1.770070679,2.426103760,-0.271126860
run_001,duck2,83619.257704679,83619.225760974,1.770092773,2.426110107,-0.271139008
run_001,duck2,83619.291183568,83619.258612189,1.770066162,2.426102539,-0.271066524
run_001,duck2,83619.324621945,83619.289753737,1.770069214,2.426102783,-0.271171005
run_001,duck2,83619.358144173,83619.323300698,1.770066284,2.426107178,-0.271135964
run_001,duck2,83619.391573088,83619.357204048,1.770067017,2.426089600,-0.271243306
run_001,duck2,83619.424983654,83619.390270136,1.770048828,2.426091064,-0.271063514
run_001,duck2,83619.458430464,83619.432326112,1.770077271,2.426109375,-0.271116665
run_001,duck2,83619.491839255,83619.465960449,1.770083252,2.426103027,-0.270962703
run_001,duck2,83619.525261552,83619.498232774,1.770067261,2.426090088,-0.271326415
run_001,duck2,83619.558678643,83619.532116714,1.770045044,2.426157471,-0.271357859
run_001,duck2,83619.592126417,83619.566594063,1.770054932,2.426110596,-0.271458630
