robot_id,node_id,ETA
A1,N00,0.0
A1,N10,5.936990022659302
A1,N20,10.296466588973999
A1,N21,15.593369483947754
A1,N22,22.295557498931885
A1,N12,26.639811038970947
A1,N02,30.179439783096313
A1,N01,35.914793729782104
A1,N00,36.17734932899475
A1,N10,36.49673342704773
A1,N20,36.8056058883667
A1,N21,37.07308840751648
A1,N22,37.276689291000366
A1,N12,37.43444848060608
A1,N02,37.620227336883545
A1,N01,37.78962516784668
A1,N00,37.97569417953491
A1,N10,38.12904930114746
A1,N20,38.320929527282715
A1,N21,38.48253154754639
A1,N22,38.6535701751709
A1,N12,38.81844472885132
A1,N02,38.99616718292236
A1,N01,39.135085105895996
A1,N00,39.332143783569336
A1,N10,39.54872155189514
A1,N20,39.74924850463867
A1,N21,39.929648876190186
A1,N22,40.144540786743164
A1,N12,40.32653570175171
A1,N02,40.5423059463501
