robot_id,node_id,ETA
A1,N00,0.0
A1,N10,5.210546970367432
A1,N20,8.877556085586548
A1,N21,14.08157205581665
A1,N22,20.416319847106934
A1,N12,24.16859483718872
A1,N02,28.530394554138184
A1,N01,33.45819878578186
A1,N00,33.765825271606445
A1,N10,34.054219484329224
A1,N20,34.34935760498047
A1,N21,34.711374044418335
A1,N22,34.950246810913086
A1,N12,35.15469551086426
A1,N02,35.33808088302612
A1,N01,35.535831451416016
A1,N00,35.743383169174194
A1,N10,35.900651931762695
A1,N20,36.0707848072052
A1,N21,36.236048221588135
A1,N22,36.38813304901123
A1,N12,36.53336191177368
A1,N02,36.703983545303345
A1,N01,36.914822578430176
A1,N00,37.088282346725464
A1,N10,37.30269765853882
A1,N20,37.52913165092468
A1,N21,37.7011194229126
A1,N22,37.94214606285095
A1,N12,38.11101222038269
A1,N02,38.316702127456665
