robot_id,schedule_id,t,x,y,theta,v,w,target_node_id
A1,SingleRobotEnv:SingleRobot,0.231585979,0.110476563,0.603587097,0.064403734,0.000000000,0.000000000,N10
A1,SingleRobotEnv:SingleRobot,0.473031044,0.110552780,0.603371704,0.061246231,0.000000000,0.000000000,N10
A1,SingleRobotEnv:SingleRobot,0.799184799,0.110545357,0.603386536,0.061291815,0.399999867,-0.396175723,N10
A1,SingleRobotEnv:SingleRobot,1.051149368,0.110470947,0.603491638,0.063877573,0.399999992,-0.407951704,N10
A1,SingleRobotEnv:SingleRobot,1.298238516,0.110472076,0.603499329,0.063976746,0.399999992,-0.409663680,N10
A1,SingleRobotEnv:SingleRobot,1.649463177,0.116426468,0.603406555,0.054611210,0.399837006,-0.372760485,N10
A1,SingleRobotEnv:SingleRobot,1.899948359,0.260308838,0.604876892,-0.043224228,0.387115120,-0.004467307,N10
A1,SingleRobotEnv:SingleRobot,2.118822813,0.338454346,0.599493469,-0.074903763,0.378256734,0.208316783,N10
A1,SingleRobotEnv:SingleRobot,2.320096493,0.391102722,0.591944824,-0.115353975,0.328312191,0.447405122,N10
A1,SingleRobotEnv:SingleRobot,2.524526596,0.439505493,0.584174194,-0.136047959,0.332191599,0.623476566,N10
A1,SingleRobotEnv:SingleRobot,2.756304979,0.488008087,0.576521973,-0.132164772,0.341966324,0.697147125,N10
A1,SingleRobotEnv:SingleRobot,2.982815504,0.539407898,0.567442688,-0.121310950,0.327250995,0.744877156,N10
A1,SingleRobotEnv:SingleRobot,3.200925350,0.592380127,0.559206360,-0.102489494,0.337410688,0.752859398,N10
A1,SingleRobotEnv:SingleRobot,3.448880672,0.633169006,0.553744507,-0.085212107,0.356195407,0.737776026,N10
A1,SingleRobotEnv:SingleRobot,3.671633959,0.681220032,0.548067200,-0.064663604,0.360865414,0.720754565,N10
A1,SingleRobotEnv:SingleRobot,3.951475382,0.722424500,0.544041199,-0.052869443,0.376200484,0.707669844,N10
A1,SingleRobotEnv:SingleRobot,4.186940670,0.790729736,0.538312439,-0.034639730,0.334690196,0.685231018,N10
A1,SingleRobotEnv:SingleRobot,4.440627575,0.833481812,0.535641296,-0.038769912,0.359595229,0.725112676,N10
A1,SingleRobotEnv:SingleRobot,4.728921413,0.882822449,0.532544983,-0.024424965,0.382788696,0.704915722,N10
A1,SingleRobotEnv:SingleRobot,4.953098297,0.947184143,0.530883728,0.009470426,0.347436107,0.590568803,N10
A1,SingleRobotEnv:SingleRobot,5.210546970,1.004219421,0.529588928,0.040330854,0.371162781,0.473343883,N10
A1,SingleRobotEnv:SingleRobot,5.466084242,1.066212036,0.530639954,0.069259592,0.394786321,0.341529417,N20
A1,SingleRobotEnv:SingleRobot,5.770287991,1.120937988,0.531699829,0.069010034,0.400000000,0.312771111,N20
A1,SingleRobotEnv:SingleRobot,6.053223133,1.207015625,0.540594727,0.127044326,0.399999987,-0.007416163,N20
A1,SingleRobotEnv:SingleRobot,6.335624456,1.274099487,0.549859802,0.149396633,0.399999990,-0.218705031,N20
A1,SingleRobotEnv:SingleRobot,6.567171335,1.341112549,0.560315247,0.176828867,0.355411871,-0.425275056,N20
A1,SingleRobotEnv:SingleRobot,6.747181416,1.402976440,0.569751892,0.180862855,0.355860188,-0.545513810,N20
A1,SingleRobotEnv:SingleRobot,6.940266609,1.471427490,0.580180420,0.169881013,0.354020344,-0.613722653,N20
A1,SingleRobotEnv:SingleRobot,7.117906332,1.506728027,0.585681458,0.161561310,0.317407410,-0.621900175,N20
A1,SingleRobotEnv:SingleRobot,7.332320929,1.555822021,0.592461975,0.169144091,0.324293245,-0.754741747,N20
A1,SingleRobotEnv:SingleRobot,7.505622387,1.602352417,0.598303284,0.155556398,0.345843062,-0.856202372,N20
A1,SingleRobotEnv:SingleRobot,7.719583511,1.643746582,0.604652100,0.128197078,0.322093949,-0.773658385,N20
A1,SingleRobotEnv:SingleRobot,7.956018448,1.685671387,0.609025269,0.082080386,0.336729876,-0.377151646,N20
A1,SingleRobotEnv:SingleRobot,8.184555769,1.730159912,0.611184265,0.028289802,0.291776967,-0.182673377,N20
A1,SingleRobotEnv:SingleRobot,8.415550709,1.760786621,0.610787598,0.023313997,0.319180397,1.269884735,N20
A1,SingleRobotEnv:SingleRobot,8.631656170,1.827334717,0.610193420,-0.001714780,0.218132752,1.474256155,N20
A1,SingleRobotEnv:SingleRobot,8.877556086,1.872472412,0.609603210,-0.008590215,0.162682599,3.074256166,N20
A1,SingleRobotEnv:SingleRobot,9.146021605,1.922894409,0.607028931,0.029779255,0.165396739,4.570069346,N21
A1,SingleRobotEnv:SingleRobot,9.421900988,1.960868652,0.604959412,0.220358728,0.138902279,4.353042074,N21
A1,SingleRobotEnv:SingleRobot,9.683566570,1.988268188,0.605918640,0.778332350,0.166612862,3.341772601,N21
A1,SingleRobotEnv:SingleRobot,9.970802307,2.004284058,0.615138977,1.355786593,0.262196719,1.915151256,N21
A1,SingleRobotEnv:SingleRobot,10.229947329,2.008333740,0.623491455,1.552405619,0.349293603,1.130506318,N21
A1,SingleRobotEnv:SingleRobot,10.475709915,2.009444702,0.640092712,1.653571875,0.392232611,0.695533268,N21
A1,SingleRobotEnv:SingleRobot,10.744667292,2.008023071,0.677472046,1.686678206,0.400000000,0.494561316,N21
A1,SingleRobotEnv:SingleRobot,11.017753124,2.003925415,0.728686523,1.743977638,0.399999985,0.244689807,N21
A1,SingleRobotEnv:SingleRobot,11.286524296,1.992789307,0.798257874,1.787904683,0.400000000,-0.070337669,N21
A1,SingleRobotEnv:SingleRobot,11.569291115,1.982064453,0.855191467,1.805651406,0.400000000,-0.279646825,N21
A1,SingleRobotEnv:SingleRobot,11.833015203,1.967851196,0.930262146,1.786671325,0.399999998,-0.358421423,N21
A1,SingleRobotEnv:SingleRobot,12.127809763,1.955653809,0.990885742,1.754330500,0.399999990,-0.356602999,N21
A1,SingleRobotEnv:SingleRobot,12.337912798,1.945786255,1.068037964,1.723999743,0.349032396,-0.316532109,N21
A1,SingleRobotEnv:SingleRobot,12.558436155,1.941265015,1.108435669,1.702447856,0.361417257,-0.278406453,N21
A1,SingleRobotEnv:SingleRobot,12.813608170,1.936542725,1.163134155,1.659048028,0.371130266,-0.152461533,N21
A1,SingleRobotEnv:SingleRobot,13.015092373,1.933766235,1.220974487,1.631998021,0.340586064,-0.056409483,N21
A1,SingleRobotEnv:SingleRobot,13.220879078,1.932463379,1.263416748,1.606317764,0.350520447,0.037351475,N21
A1,SingleRobotEnv:SingleRobot,13.443511486,1.932081055,1.317766479,1.607494075,0.362603595,0.038799042,N21
A1,SingleRobotEnv:SingleRobot,13.660554886,1.932710327,1.350813110,1.607108833,0.362721621,0.049288898,N21
A1,SingleRobotEnv:SingleRobot,13.895625830,1.932292847,1.401804199,1.616963380,0.369598808,0.006633706,N21
A1,SingleRobotEnv:SingleRobot,14.081572056,1.931010498,1.449117554,1.637306666,0.355452878,-0.084532031,N21
A1,SingleRobotEnv:SingleRobot,14.309617996,1.929634277,1.487423706,1.652892512,0.363391503,-0.170285437,N22
A1,SingleRobotEnv:SingleRobot,14.489994764,1.926803711,1.537300659,1.626514647,0.340752003,-0.101431359,N22
A1,SingleRobotEnv:SingleRobot,14.715385914,1.926199707,1.580846313,1.615255053,0.349459954,-0.058514216,N22
A1,SingleRobotEnv:SingleRobot,14.932166576,1.925347290,1.619619629,1.611134942,0.331302337,-0.044236062,N22
A1,SingleRobotEnv:SingleRobot,15.154246807,1.924277100,1.655311523,1.586782962,0.343909041,0.038448685,N22
A1,SingleRobotEnv:SingleRobot,15.388066053,1.926780151,1.710577148,1.576810294,0.313543248,0.107606413,N22
A1,SingleRobotEnv:SingleRobot,15.626323462,1.927239746,1.757302979,1.563732189,0.343652995,0.166963637,N22
A1,SingleRobotEnv:SingleRobot,15.878375530,1.928682129,1.799985474,1.544245523,0.368294593,0.269834351,N22
A1,SingleRobotEnv:SingleRobot,16.087734938,1.930813477,1.855782959,1.535107081,0.346910563,0.336531281,N22
A1,SingleRobotEnv:SingleRobot,16.333281517,1.933515015,1.893765503,1.522434987,0.358359003,0.409904121,N22
A1,SingleRobotEnv:SingleRobot,16.586959124,1.937401001,1.941533691,1.535681261,0.330041355,0.395471893,N22
A1,SingleRobotEnv:SingleRobot,16.815253496,1.941795898,2.009009399,1.561619306,0.322771655,0.275361598,N22
A1,SingleRobotEnv:SingleRobot,17.065835238,1.942323608,2.029420410,1.559540931,0.297282049,0.263563800,N22
A1,SingleRobotEnv:SingleRobot,17.313660860,1.945591431,2.104640381,1.513787374,0.274649931,0.298394308,N22
A1,SingleRobotEnv:SingleRobot,17.574909687,1.950178589,2.150119629,1.495064090,0.282400951,0.277897032,N22
A1,SingleRobotEnv:SingleRobot,17.811287642,1.956489136,2.199446777,1.494030019,0.310243324,0.602885042,N22
A1,SingleRobotEnv:SingleRobot,18.058988571,1.960582886,2.248507080,1.477661956,0.251110156,0.761972795,N22
A1,SingleRobotEnv:SingleRobot,18.310770988,1.968368896,2.309195312,1.466960666,0.229404643,2.361972786,N22
A1,SingleRobotEnv:SingleRobot,18.522114038,1.975071045,2.351520752,1.480390869,0.258903934,3.961972801,N22
