robot_id,schedule_id,t,x,y,theta,v,w,target_node_id
A1,SingleRobotEnv:SingleRobot,0.802195311,0.132723831,0.611406555,0.046339563,0.000000000,0.000000000,N10
A1,SingleRobotEnv:SingleRobot,1.042246103,0.132700775,0.611409424,0.046312124,0.000000000,0.000000000,N10
A1,SingleRobotEnv:SingleRobot,1.298861027,0.132716278,0.611422913,0.046443664,0.352244578,-0.401738106,N10
A1,SingleRobotEnv:SingleRobot,1.561076880,0.132711929,0.611441345,0.046832825,0.368654274,-0.409078466,N10
A1,SingleRobotEnv:SingleRobot,1.806767464,0.132718811,0.611408264,0.046317651,0.378615132,-0.410101151,N10
A1,SingleRobotEnv:SingleRobot,2.058451176,0.132741852,0.611409973,0.046136284,0.384648664,-0.411019876,N10
A1,SingleRobotEnv:SingleRobot,2.305416822,0.146883804,0.610876709,0.047241260,0.384424248,-0.412235814,N10
A1,SingleRobotEnv:SingleRobot,2.548694134,0.146883804,0.610876709,0.047241260,0.384284917,-0.412334024,N10
A1,SingleRobotEnv:SingleRobot,2.807197571,0.146883804,0.610876709,0.047241260,0.384197631,-0.412323966,N10
A1,SingleRobotEnv:SingleRobot,3.070542097,0.167430145,0.610380737,0.055082864,0.378867783,-0.439178224,N10
A1,SingleRobotEnv:SingleRobot,3.282067060,0.449925415,0.596425293,-0.169689391,0.355894708,0.549313155,N10
A1,SingleRobotEnv:SingleRobot,3.500684977,0.486435547,0.589447021,-0.198267550,0.355885190,0.830447647,N10
A1,SingleRobotEnv:SingleRobot,3.681021929,0.531100220,0.578317322,-0.223636912,0.336734936,1.052853716,N10
A1,SingleRobotEnv:SingleRobot,3.906152010,0.570535767,0.567407166,-0.203086952,0.339620344,1.093565282,N10
A1,SingleRobotEnv:SingleRobot,4.127104282,0.612675293,0.557546875,-0.187764925,0.329026413,1.128193103,N10
A1,SingleRobotEnv:SingleRobot,4.383862019,0.667644165,0.544842102,-0.157568200,0.339796683,1.131712870,N10
A1,SingleRobotEnv:SingleRobot,4.595793247,0.707523438,0.538280884,-0.140198593,0.318458977,1.118785740,N10
A1,SingleRobotEnv:SingleRobot,4.872225761,0.740717224,0.532306580,-0.118855160,0.345799131,1.095892441,N10
A1,SingleRobotEnv:SingleRobot,5.158124685,0.815210876,0.522089539,-0.068364399,0.373542539,1.007639821,N10
A1,SingleRobotEnv:SingleRobot,5.453663588,0.873477783,0.516451721,-0.038185726,0.392998302,0.934971671,N10
A1,SingleRobotEnv:SingleRobot,5.700872898,0.937958008,0.514183411,0.009499361,0.368748097,0.776254328,N10
A1,SingleRobotEnv:SingleRobot,5.971335173,0.997322083,0.513210449,0.023922012,0.392475931,0.710301445,N10
A1,SingleRobotEnv:SingleRobot,6.231502533,1.062399292,0.512492737,0.049681404,0.399999992,0.607446658,N20
A1,SingleRobotEnv:SingleRobot,6.524466276,1.137966919,0.514948364,0.072319953,0.400000000,0.484741152,N20
A1,SingleRobotEnv:SingleRobot,6.814384699,1.197472168,0.517586670,0.121452634,0.400000000,0.241264113,N20
A1,SingleRobotEnv:SingleRobot,7.821010113,1.292778442,0.527532166,0.155196579,0.399999998,-0.007302052,N20
A1,SingleRobotEnv:SingleRobot,8.048330545,1.549994263,0.560754150,0.128795666,0.367612480,-0.323145189,N20
A1,SingleRobotEnv:SingleRobot,8.259538412,1.614884644,0.565533203,0.109152094,0.349748323,-0.454959787,N20
A1,SingleRobotEnv:SingleRobot,8.433416128,1.667932373,0.569510803,0.101331102,0.288324979,-0.455485440,N20
A1,SingleRobotEnv:SingleRobot,8.660986185,1.703264282,0.572330933,0.084193140,0.297923642,-0.295406227,N20
A1,SingleRobotEnv:SingleRobot,8.889252901,1.764687988,0.575683533,0.059137172,0.311904897,1.204351464,N20
A1,SingleRobotEnv:SingleRobot,9.123478174,1.816423462,0.577097107,0.067112450,0.233319662,1.312403566,N20
A1,SingleRobotEnv:SingleRobot,9.363148689,1.857085327,0.577972534,0.103129215,0.215379924,2.912403576,N20
A1,SingleRobotEnv:SingleRobot,9.633425236,1.893127441,0.579938721,0.145156445,0.175402450,4.074868715,N20
A1,SingleRobotEnv:SingleRobot,9.898320198,1.940662720,0.585985779,0.251884004,0.205228498,4.277862454,N21
A1,SingleRobotEnv:SingleRobot,10.172811508,1.966360229,0.588408325,0.494710612,0.206161330,3.871413244,N21
A1,SingleRobotEnv:SingleRobot,10.423117161,1.987886719,0.595041199,1.041585360,0.233963993,2.720099095,N21
A1,SingleRobotEnv:SingleRobot,10.676879168,1.996055176,0.607620422,1.191990349,0.259579973,2.333993708,N21
A1,SingleRobotEnv:SingleRobot,10.959814072,2.008522339,0.636685669,1.275341268,0.294751589,2.178142068,N21
A1,SingleRobotEnv:SingleRobot,11.249688625,2.025318726,0.693720032,1.478654050,0.361425570,1.594794170,N21
A1,SingleRobotEnv:SingleRobot,11.540636778,2.030327759,0.741536377,1.584196701,0.362385046,1.209022356,N21
A1,SingleRobotEnv:SingleRobot,11.810518026,2.029887573,0.793789001,1.658891602,0.399999995,0.870996949,N21
A1,SingleRobotEnv:SingleRobot,12.068221569,2.027426270,0.847277283,1.705106747,0.400000000,0.595162555,N21
A1,SingleRobotEnv:SingleRobot,12.354567766,2.021763672,0.902174011,1.759501861,0.387018372,0.359843099,N21
A1,SingleRobotEnv:SingleRobot,12.607226372,2.013241455,0.957553650,1.784889603,0.400000000,0.127807698,N21
A1,SingleRobotEnv:SingleRobot,12.854221821,2.002249390,1.015732117,1.772314427,0.400000000,0.004926266,N21
A1,SingleRobotEnv:SingleRobot,13.129697561,1.995894897,1.058600098,1.776813744,0.373215039,-0.071800880,N21
A1,SingleRobotEnv:SingleRobot,13.363041162,1.984314087,1.128475098,1.786774854,0.355806524,-0.318687148,N21
A1,SingleRobotEnv:SingleRobot,13.578869820,1.976166748,1.172820313,1.790736985,0.353597620,-0.580734231,N21
A1,SingleRobotEnv:SingleRobot,13.799080849,1.966266235,1.223424927,1.767263348,0.301571271,-0.586910608,N21
A1,SingleRobotEnv:SingleRobot,14.009067297,1.958682861,1.271751343,1.732460804,0.292374715,-0.525768109,N21
A1,SingleRobotEnv:SingleRobot,14.252783537,1.954018433,1.310111450,1.694738940,0.240691383,-0.395374829,N21
A1,SingleRobotEnv:SingleRobot,14.492383242,1.950066895,1.358990967,1.649152573,0.236997073,0.634001489,N21
A1,SingleRobotEnv:SingleRobot,14.740780115,1.947572388,1.399432495,1.619832485,0.256826786,2.234001496,N21
A1,SingleRobotEnv:SingleRobot,15.040093184,1.947227905,1.430264404,1.599530913,0.231875021,3.332553859,N21
A1,SingleRobotEnv:SingleRobot,15.261158466,1.948063965,1.481296387,1.592393868,0.263852543,4.588063373,N11
A1,SingleRobotEnv:SingleRobot,15.498940468,1.948222656,1.513491577,1.658878902,0.234415418,4.555799992,N11
A1,SingleRobotEnv:SingleRobot,15.723030090,1.946782715,1.546991333,1.783467896,0.197478768,4.419618008,N11
A1,SingleRobotEnv:SingleRobot,15.965692282,1.942963989,1.574139404,1.929358782,0.174114852,4.237176006,N11
A1,SingleRobotEnv:SingleRobot,16.219128609,1.939477905,1.595835815,2.326358806,0.205606569,3.522094594,N11
A1,SingleRobotEnv:SingleRobot,16.531867027,1.924798340,1.615278809,2.779326337,0.262745397,2.558517774,N11
A1,SingleRobotEnv:SingleRobot,16.795453072,1.896493286,1.627239624,2.958123653,0.334890938,2.122648204,N11
A1,SingleRobotEnv:SingleRobot,17.052299738,1.868705322,1.632765747,3.046973669,0.363930374,1.875903345,N11
A1,SingleRobotEnv:SingleRobot,17.344341993,1.808750122,1.638520508,-3.104796342,0.400000000,1.400346958,N11
A1,SingleRobotEnv:SingleRobot,17.601650476,1.749812378,1.636453369,-3.021667228,0.400000000,1.000143573,N11
A1,SingleRobotEnv:SingleRobot,17.891086340,1.676556274,1.628570312,-2.954370901,0.400000000,0.623130467,N11
A1,SingleRobotEnv:SingleRobot,18.200814724,1.604135010,1.615422974,-2.893826124,0.400000000,0.229454427,N11
A1,SingleRobotEnv:SingleRobot,18.480996132,1.527458740,1.597847900,-2.867686724,0.400000000,-0.069962050,N11
A1,SingleRobotEnv:SingleRobot,18.757763863,1.449923462,1.577107910,-2.843693921,0.400000000,-0.380525410,N11
A1,SingleRobotEnv:SingleRobot,19.079490662,1.377043701,1.556945679,-2.875510320,0.372042741,-0.441200191,N11
A1,SingleRobotEnv:SingleRobot,19.272125006,1.300234253,1.540108643,-2.898061599,0.356249129,-0.522226655,N11
A1,SingleRobotEnv:SingleRobot,19.479501724,1.248731201,1.528108398,-2.921490311,0.372842522,-0.560769083,N11
A1,SingleRobotEnv:SingleRobot,19.714491367,1.200670044,1.518325562,-2.955574671,0.381823797,-0.527683702,N11
A1,SingleRobotEnv:SingleRobot,19.893930435,1.150582520,1.509414917,-2.981611225,0.357078653,-0.498348546,N11
A1,SingleRobotEnv:SingleRobot,20.127201080,1.110228271,1.504377930,-2.995585207,0.361915443,-0.491232200,N11
A1,SingleRobotEnv:SingleRobot,20.307585716,1.065435547,1.499505127,-3.000723829,0.338642564,-0.509857137,N11
A1,SingleRobotEnv:SingleRobot,20.520861387,1.023653564,1.493905151,-2.994584024,0.344938128,-0.587859306,N11
